All Asteroids,Count,Mean H, Mean Relative Velocity (k/s),Mean Max Diameter (km),Max H,Max Velocity (km/s),Max Diameter (km),Min Diameter (km),Min Miss Distance (km)
All Asteroids,4510,23.529048558758234,13.128209275552143,0.28912543020266174,32.3,65.46911977,49.43561926,0.00206082,12613.43417
