Potentially Hazardous,Count,Mean H, Mean Relative Velocity (k/s),Mean Max Diameter (km),Max H,Max Velocity (km/s),Max Diameter (km),Min Diameter (km),Min Miss Distance (km)
Potentially Hazardous,409,20.30931784841076,17.922574975584343,0.6664488992322742,22.2,45.74033035,5.176544822,0.215794305,1437917.792
