Date,Month,Day,ID,Name,Absolute Magnitude,Relative Velocity (k/s),Close Approach Date,Estimated Max Diameter,Estimated Min Diameter,Potentially Hazardous?,Miss Distance (km),Orbiting Body
31/08/2019,Aug,31,2001620,1620 Geographos (1951 RA),15.3,15.28354187,31/08/2019,5.176544822,2.315021222,True,20533455.84,Earth
